id,text,expert label
754_3,Pictures: -Needs to open on Albums instead of All the pictures Mail Center: -Would be awesome if it opened on a page where you have a seperate for each of your accounts.,1
755_1,-Should be able to put transparent (saved in PGN) lockscreens like WP7.5 Notification Center: -Should be able to control the screen_ë_ more,1
755_2,"Could you please have a report that includes the prices, before the final payment?",1
757_2,"Make necessary conditions so that developers choose proper (representing application )high quality images as application symbols in store matching modern ui Now many apps has simply ugly icons,pixelated,Android like ,pirated ,misleading,..",1
763_3,Please arabic keyboard not found in lumia 610 please support an arabic,1
763_4,Add xap support for some apps like explorer and opera,1
763_6,The software NEEDS access to sky / one drive or a option so you can send files you have stored on there.,1
763_11,Add Payoneer as a payment method for Windows Phone Store / Windows Store / PubCenter earnings.,1
764_1,Need nd filter attachment grip case..,1
766_2,I would like to have one to be able to do HQ software rendering using Direct2D.,1
767_3,"Since UMDF USB drivers are absolutely safe from harming the system thus guarding from penetrating the SP networks, it would be a good idea to allow 3rd party registered device driver developers to be able to develop UMDF signed drivers, submitted for testing and approval for such devices as I mentioned before.",1
785_2,A developer would like to ease the app submission process by being able to upload an app submission as a single archive package per submission.,1
785_3,"This archive (could be a ZIP file) should contain all of the meta-data (could be as an XML file) and supporting files (e.g., XAP, screenshots, etc.)",1
789_2,"Optionally, it would also be great for this capability to support selection of markets and price points that the app is intended to target.",1
790_4,Support the Windows.Media.Editing API on Windows 8.,1
791_1,Change the Cellular+sim back to auto switch to wifi as preferred network the new manual data connection management is very annoying and result in hi data usage on the cellular network.,1
791_3,You should be able to select a default application for certain functions.,1
791_5,i would like to be able to tell the system to always open with skype.,1
791_10,Please consider adding an option to erase a file by overwriting the bits with garbage and also the catalog entry/file name.,1
792_2,"Hey, Please Please make the classes in above framework like SongCollection, Playlists etc immutable and unabstract.",1
792_5,"Further, extend background agent player to play not only audio tracks but Song as well, Thanks",1
792_24,Add 2 more properties for gridviews controls.,1
793_5,I think it should have been thought more to be like BB10 Hub.,1
793_9,It would be much more comfortable to be able to read the entire notification in the center of notifications for wp8.1,1
793_16,Having the means to inspect your app or site needs to be improved greatly.,1
796_11,"Ideally, it would be great to transfer an app including its IAPs, all intact.",1
799_3,Put back all games in games folder,1
801_1,"Be responsible and give more & specific details, why an app failed rather than pointing a policies which talks about several things.",1
803_2,Easy fix add copy and paste function for adding figures and copying out figures.,1
803_4,Needs copy & paste functions to import export figures in and out of the calculator.,1
805_1,I would be convinient if the copyAndReplaceAsync method would return something similar to the copyAsync method.,1
808_2,Let's make windows phone more colorful !,1
809_1,"- All apps can be sort by name, date installed, most used,... - Official app folder for all windows phones - Name group like windows - Why not make settings like control panel in windows 8 ?",1
812_8,Please do the same for Windows Phone Store unless you want to leave the developers and therefore the end users let down because of sub-pair support quality.,1
812_10,Please do the same for Windows Phone Store unless you want to leave the developers and therefore the end users_ë_ more,1
814_2,"Add PinchIn and PinchOut events, they are common events.",1
814_3,Make the wallet app back to where it was I miss putting notes on the accounts and miss the bar codes And in other feedback anyway to get Cortina to read emails too?,1
814_6,Please develop a new type based on string(i.e.,1
817_5,they shouldn't be restricted like this.,1
817_6,so please develop two variants of windows phone OS.,1
818_2,Make SD boot fresh each time phone is restarted or double files with nothing in them to play then error 80070057,1
821_1,WP need to provide API'S that allow developers to develop apps like APP locker (That locks specific apps)..Using phone with lock not enough.,1
821_2,"Hi, Please add the From To options right after ""Download new email"" under each email account to specify when the phone is allowed to check emails.",1
834_2,Pleas allow in the WMappmanifest a selection box to force legacy resume mode so my WP81 app can function just as it did in WP8.,1
834_5,"Selecting ""Apps updated"" message in Windows Phone 8.1 notification center should jump directly to app download history, instead of jumping to the Store app but not showing the history.",1
834_7,Please provide a Quick Menu for Windows Phone - something comparable to Win-x menu in Windows 8(.1) but with possibility to edit and add menu items by the user.,1
834_8,The menu should be triggered by press-and-holding the standard Windows key.,1
834_10,Make It possible to choose different sounds for different apps.,1
834_20,Hey I thought it would be really useful if users could add a homepage to their Internet Explorer for their WP like they would on a desktop/PC,1
835_4,"Because I receive a lot of spam flashSMS which I delete immediately, I need a possibility to add phone numbers to blocked list manually.",1
835_7,"For security reasons, I'd really like to see an option that if the high quality backup via wifi is enabled and if the phone is not currently connected to wifi, then the phone automatically creates resized (smaller) photo and uploads it via data to the cloud and then delete's the resized photo from the phone.",1
836_2,Please add the possibility to open HTML files that are located in the folders in the phone's memory.,1
836_18,Can there please be an app that denies access to an app unless given a correct pin?,1
837_1,"Can Microsoft Corporation make a similar app, please?",1
837_4,I would like to be able to pull in Bing news search results for a specified keyword,1
837_5,"We should be able to use descriptive text overlays in our screenshots, it allows us to better point out what the screenshot is showing.",1
837_7,"Hi is it possible to add ""proceeds since last payment"" information in the windows phone dev center applications",1
837_8,I would like to get Short videos in fullscreen instead of picture on Lockscreen.,1
840_1,It would be nice to be able to load XAML from string without freezing UI - it could easily take over 200ms to load a short bit of XAML.,1
840_2,It would be extremely helpful if the reminder/alarm API supported creating a reminder for specific days of the week.,1
843_12,It was good if we could set the app or in-app product to be free for one day for example and return back after that.,1
847_8,Please provide a PhotoCropTask that takes an Image(Byte[]) and provides the same crop tool.,1
847_9,Include a PixelHeight and PixelWidth as optional parameters so an aspect ratio can be included.,1
847_10,"Microsoft should do approach with developer aplication service and makers of office space in order to them to make the aplication run on Windows Phone 7, 7.5, 7.8, 8, 8.1 for all brand (Nokia, HTC, Samsung etc)",1
849_1,"Extend the ScheduledNotification.RecurrenceType options beyond Daily, Weekly, Monthly, EndOfMonth, Yearly to allow more options: For example, every 4 days, every 2 weeks, every Quarter, every 6 month, etc.",1
850_5,Please come back with previous solution.,1
853_1,It would be cool to allow the ApplicationBar to have more icons available.,1
853_3,"It would be also cool to allow for more than one application bar per page, so you could specify one at the top, left, bottom or right.",1
855_1,The bottom could be quick links while the top or left side could be used for navigational purposes.,1
855_2,"Please Combine All Windows Phone SKDs into one installation File, so people download only one file and then check each version of WP SDKs that they want to install.",1
857_3,"Hi Please extend Song Class with more useful properties such as LastPlayedDate, AddedDate.",1
857_4,And optimize SongCollection to support similar filters.,1
858_8,Please improve that,1
859_1,"Ideally I would like to see a graph with both #of purchases and purchase price plotted against time, this would allow me to quickly see a change in rate of purchase vs price.",1
859_2,"Ideally I would like to see a graph with both #of purchases and purchase price plotted against time, this would allow me to quickly see a change in rate of purchase_ë_ more",1
859_3,I think there should be a casual genre section as a lot of apps don't fall into any specific section already listed.,1
860_2,So we need improvement TimeTrigger class with AlarmApplicationManager accuracy.,1
862_1,For RSS allow us to set custom settings for notifications and also allow us to enable the settings for users so they choose if they want notification or not.,1
863_1,"Or allow infinite scrolling instead of default of 20 items, when a user scrolls down the list.",1
864_2,Why not add a setting to the inner circle that allows me to turn off the ringtone and let it vibrate only.,1
866_1,please make bookmarks for podcasts persistent after moving to another podcast and coming back.,1
866_2,It will be very useful if user can scan custom QR code from other screen or poster from phone Search / Vision function and launch app via associated URI saved in QR code.,1
868_1,"If they want to compete with Android and iPhone, a good direction navigation system app is must on windows phone.",1
869_1,Hence some reasonable feature should be implemented on App Studio/OneDrive to make this possible.,1
870_6,"As such, please make the installation of the SDK optional during the SDK installation.",1
871_1,"It would be helpful to be able to launch the calendar for a specific day i.e I tell the user ""you have x appointments today - Would you like to review them ?""",1
872_2,I would like to be able to enable WP alerts be forwarded to XBox One when I am near it or manually configured for it.,1
874_2,Allow apps to download data like pocket for offline viewing.,1
880_1,I want to implement certificate pinning for additional security in my app and therefore I need an API to read the values of individual x.509 certificates.,1
881_4,So what I suggest is give flexible background service for development and notify user while installing the app about the background services that will be running and battery consumption it might cause.And then user can decide to install the app or not.,1
881_8,"it will be great, if APP can access files in Documents dir.",1
882_1,"It would be greater if we could disable the close function while doing important tasks like writing to the storage, or similar.",1
884_6,Would be good if some of these tools could be developed by the support of cellular data in the network api,1
884_8,Have an API for an application to interact with and listen for incomming connections from paired bluetooth devices while in background.,1
884_10,"For the most time the watch is disconnected from the phone, but from time to time it could connect to a service running on the phone (maybe timed, maybe because user presses a button on the phone) to send a request, which the service on the phone then handles (some additional data transfer between the phone and watch and the phone and some cloud service may be involved) The actual trigger from device to phone could be done with Bluetooth LE if listening for incomming SPP connections is too much of a drain as long as it would be possible for an application to do some background processing and data transfer based on triggers comming from external hardware accessories.",1
884_13,"Please provide a API to get the signal strength of a particular Bluetooth device, so that we can estimate the distance between Windows Phone and the device.",1
890_1,"Allow custom URI's in Internet Explorer, like nabto://device.company.net.",1
891_1,Basically implement the IInternetProtocol family of COM interfaces on Windows Phone 8 and allow us to add our own protocol handlers (in the Registry) - it is possible on Windows 8.,1
891_2,BatteryManager should provide mechanism to tell us whether phone is plugged in AC or using USB.,1
894_1,It'll be great to have BatterySource.USB and BatterySource.AC (when plugged in) and BatterySource.Battery (when not plugged in).,1
896_4,That would be very nice for all the developers out there waiting for their app so become reality.,1
896_14,So I am suggesting that Microsoft implement a system to show a consumer all the ratings and reviews.,1
897_1,remove the lock screen and make it a notifications screen where you can see everything that happened until interacted with on the phone by simply pressing the lock button on this screen and the logo of the application of the Communication provides a small preview of a soft black and white and also allow us to access it only touched his notice.,1
898_3,"For a phone, hear and function called main, so I need the driver API and identify the data ""call"", ""Recording"", ... For example: Get the phone number to call to display information based on the number of phone customers, prepare for new sales transactions over the phone.",1
898_5,Update the WPDEV feedback app.,1
900_1,I think Windows Phone should make that happen in conjunction with their supporting Xamarin... and potentially hire me as a developer to help.,1
900_2,Would like to change the view of the contact being displayed.,1
902_2,Also I would like to add more extension points to the Contact Details that are currently captured.,1
905_1,The software should allow JavaScript to be used through internet explorer.,1
907_1,We need to be able to use third party Bluetooth equipment!,1
907_6,"I can understand that tapping on the reminder cannot take me to the app if the screen is locked, but at least, give me a possibility to unlock the screen.",1
907_8,"If this is working as designed, then I thing the NavigationUri in the Reminder is unnecessary and should be marked obsolete, or the documentation should be updated with a limitations on the lock screen.",1
909_2,Please don't Kill 512 ram devices in the future with new update.. Also ios7.1 still use full 800mhz cpu and it's still good.. Use some file paging on internal rom but don't Kill the performance please,1
909_9,Allow downloading of submissioned .xap files in Windows Phone application publish submission process.,1
909_13,"Build support for bullets and numbering into the Paragraph class with properties something like this NumberStart int, -1 = inherit from previous run NumberStyle enum {None, Bullet, Arabic, Letter, Roman} NumberFlags enum flags {UpperCase, DottedLevels} NumberLevel int Make NumberStyle default to None and all this is non-breaking.",1
910_1,Provide an api to list all the installed applications in a wp8 device.This functionality can be enable once the user enroll successfully through company app,1
911_1,Would be nice if that was possible.,1
911_3,"Please give us API for TFS so we can connect to TFS server, see all our projects and users, manage tasks, manage code versioning and etc.",1
911_6,I think you need to make a different notification area.,1
911_9,Why don't you use the WinPho style?,1
912_1,Facebook for WinPho needs better integration with Facebook!,1
1205_2,It would be extremely helpful if the emulator could use webcams as camera emulation.,1
1207_1,Improve microsoft account login usability in app.,1
1208_2,"I just want to tell you that it will be good if you give option to lock the applications specifically,like sms,..",1
1209_1,It would be great to see this circumvented somehow.,1
1210_1,"One possibility: Instead of having a ""top charts"" style listing, where the most popular apps are displayed to every phone anywhere, create a new form of distribution, where the results are randomized every time a user looks at the marketplace.",1
1211_1,"Highly rated apps should appear near the top more, and they should appear less and less frequently and the rating of the app dwindles.",1
1212_3,"It seems to me that all good apps/games should have a chance at decent exposure in the top charts, and waiting to be featured just isn't worth it.",1
1212_4,Another option is to do this with the featured apps in the marketplace.,1
1212_5,"Instead of ten featured games per day which all users see, it would be better for each user to see a random set of games each time the marketplace is viewed.",1
1214_1,"There are a lot of reasons why this might be difficult, but I feel that with a little bit of thought this could be a very profitable idea, both for developers and for Microsoft.",1
1214_3,"Highly rated apps should appear near the top more, and they should appear less and less_ë_ more",1
1214_5,need an API to hide cprog.exe and bring other application to front ground,1
1214_6,Please implement style triggers for Windows Phone XAML (BAML?).,1
1215_2,I want to be able to refund a purchase that a customer made - both in-app products and paid downloads.,1
1216_1,"I need a way to remove files from my WP8 device which have been ""disliked"".",1
1217_1,"If I have an app that shows a filtered subset of a user's contacts, I should have a way to click on that user and show the user's details in the native experience.",1
1219_3,A sample project for using Hawaii OCR API would be very helpful for the developers.Also need help with how to use image pre-processing techniques and supported image processing libraries on WP8 to improve OCR accuracy.,1
1225_1,It would be much preferable to remove it from the Certificatio nprocess.,1
1227_1,"Please, provide Access to internal too.",1
1228_6,Please expose the ID property for Contacts and Appointments.,1
1228_9,Please take this into consideration and make the ID public (maybe with a new capability requirement).,1
1233_1,"I would like to ask Microsoft to give us a tool(option in emulator) with which we can take screenshots once, in one emulator and it will produce screenshots in all resolutions and all languages supported by our app.",1
1235_3,"As an app developer working with custom Bluetooth devices, I need to be able to communicate with them in an unpaired scenario.",1
1237_1,A developer should have the possibility to write his own complete implementation of background audio player or the built-in one should at least provide the possibility of gapless playback or changing audio title/album without pausing playback.,1
1237_3,so we need aupport for such feature in XAML Code like in SilverLight 5,1
1238_2,Also need API for voice record with background agent.,1
1238_3,"Provide API to easy save settings of an app online (and restore after unnstall or reset/change phone), using a Microsoft account (http://wpdev.uservoice.com/forums/110705-dev-platform/suggestions/3781612-microsoft-account-login) and online service (skydrive/azure ?)",1
1239_1,"Allow users to take screenshots, when the phone is muted, without sound.",1
1240_2,"These page templates should be updated to use the medium-sized, semibold font by default for the title text.",1
1241_1,"This should also be fixed in the WP7 SDK (where all page templates, including the Pivot template, still use PhoneTextNormal style for the title).",1
1241_2,"This should also be fixed in the WP7 SDK (where all page templates, including the Pivot_ë_ more",1
1244_1,It would be helpful if we have an equivalent API available in C++.,1
1244_6,"Allow a user to change the ""ring tone"" or sound of new txt messages coming to the phone.",1
1246_1,Can you get rid of this space to enable more icons to fit to the homescreen?,1
1247_2,Add a Boolean to the CameraCaptureTask to optionally add the picture taken to the Camera Roll.,1
1248_1,An app for online clothes shopping so that we are able to buy clothes from our phones should be made,1
1251_1,"It's not exposed by the SDK, please fix it!",1
1252_1,We need a way to save videos to the camera roll.,1
1252_3,it will be gode to can add custom sound to Toas notifications,1
1253_1,"For example, allowing the user to view the time it would take to reach full charge on USB vs induction.",1
1254_1,"Please add the capability to view voltage and mAh, or, if possible, another method to check if the device is charging with USB power or wireless power.",1
1254_2,"For example, allowing the user to view the time_ë_ more",1
1255_1,"We need different sound levels...sound level for system, for alarm clock, for music-radio, and different for keyboard.",1
1255_2,"I want to have sounds enabled to keyboard but not at highest level, also i want to listen to radio (throuth the night) and be sure that the next morning the alarm clock will sound as high as possible to wake me up.",1
1257_2,"It would be nice to schedule a reminder to repeat at ""X"" hours",1
1261_1,"I think that there should be a nice feature were you can be able to slide the status bar down and view all the push notifications that you got but you didn't view, just like android and IOS, but the best part is that it fixes many problems like when people wanted a short cut to turn WiFi on and off and data on and off so that would be a nice feature to have 2.",1
1261_2,"I strongly think that more background color's should be there, like instead of just black and white, have blue, red, green and stuff like that and more accent colors 3.",1
1262_1,Make it so the Xbox app has smart glass in it without having to install the app directly but put the games in a different folder 5.,1
1263_1,"Better music player, I like the Zune on interface or Xbox music interface but I would like it so you can do more customization with it and have it so we can move a scroller on the bar that tells you how many minutes have you been playing the song, so that we can skip through the music to our favorite part 6.",1
1263_2,"Better people app, I like the people app with the UI and the Facebook, twitter, LinkedIn integration but the thing I would like most is if you made the top thing that said people was a smaller text, it take to much space on the app 7.",1
1264_1,"Make it so the tiles can be see through and the background can be a background image, that would look nice 8.",1
1264_2,Better marketplace - I would like a new UI 9.,1
1264_4,Mobile teethering (I WOULD APPRECIATE THIS TO BE ON A NEW WP UPDATE FOR WP 8 AND WP 7) BUT 8 WOULD BE FINE 1.,1
1264_5,"I strongly think that more background color's should be there, like instead of just black and white, have blue, red, green and stuff_ë_ more",1
1267_1,Please make an option like windows phone 8 to mark several messages at the time of deletion... As tapping and holding of every message and deleting take more time and it makes angry ....,1
1267_2,Please make an option to mark messages for windows phone 7.8,1
1268_1,Allow the use of desktop keyboard to interact with WP8 emulator similar to the current mouse functionality.,1
1268_2,"Wish there was a way for mails, contacts,calendars etc to be ""pulled"" from an OWA URL into the email account definitions.",1
1271_1,"I understand the reasoning for not allowing the user to have access to the Mailboxes in the phone, but there should be an API to enumerate through accounts and get their statistics, like the number of unread emails, number of important emails, and the total e-mail count.",1
1273_21,Wish I can undo that patch.,1
1277_4,Also if the new Map has route feature it should be usable.,1
1277_9,Please make sure that any data accessible from the Contact Details page is made available to the Contact class.,1
1277_13,Improve its data base and functionality.,1
1277_14,Market it more as a visual assistant.,1
1278_2,"Scan it and Bing Vision give u a list of the nearest theatres and show times, or post a reminder in your calendar.",1
1278_4,Scan it and Bing Vision give you a list of the nearest store that have them in stock.,1
1279_1,As the current time sync does not work correctly (at least in The Netherlands) i want the option to build my own.,1
1280_1,Allow Zune music + video tile in windows phone 7 to fetch metadata and display artist images and artist names in India too ... settings>applications >lock+wallpaper >show artist image when playing music under lock screen ....,1
1282_1,Please make it available .. As it also makes the Zune tile live,1
1284_1,It would be very helpful the same functionality also in the Windows Phone emulator.,1
1284_2,Add an option for remove the image in a contact.,1
1287_1,"If you guys employed a .NET module like imageresizing.net on your hosting clusters, you could reduce it to 2 screenshots per actual screenshot per language by only submitting WXGA and 720P images, and then autoscaling the WXGA images down to WVGA through an image handler.",1
1287_3,"If you guys employed a .NET module like imageresizing.net on your hosting clusters, you could reduce it to 2 screenshots per actual screenshot per language by only submitting WXGA and_ë_ more",1
1287_4,Add support for Office to directly send presentation to wireless projector.,1
1287_6,Please return to the Windows Phone Dev Center for more information (0x80043001)' message.,1
1287_8,I would like the option to schedule my mail synchronization.,1
1292_4,Create a better more fluently flowing weed strain app with better pictures and 3-D spinning pictures available too.,1
1297_6,Can you please fully unlock windows phone 7.,1
1301_1,"Change search engine of internet explorer, etc.",1
1304_1,I'd love to have the option of auto-capitalising the letter i when it's typed on its own.,1
1304_3,"Also, it would be really useful to have an apostrophe available on the main text entry screen.",1
1304_8,Allow us to query device information from a 100% native C++ application so we are not forced to use C#.,1
1304_11,Please add support for icons with a transparent background in the Games list.,1
1309_1,"It will be a good idea if you introduce a Trust Center OR maybe Trusted Apps, which requires more review form Microsoft before publishing maybe.",1
1313_2,"Many thanks Sameh Hi, As we know, there is a lot of limitations is WP8 OS due the high security in the OS itself which is very good, but some time we need to allow some apps to do extra works, apps which we trust i.e: hotmail app, facebook app, skype app ....",1
1316_1,Please add this simple and extremely helpful feature.,1
1318_2,Why not let us have several pages that we can put tiles on and name whatever we want to .,1
1319_2,Add support for the biometric framework from windows 7/8 to allow hardware manufactures to add fingerprint sensors for device login (login allows standard user & guest/kid mode) and for wallet (WP8) transaction activation.,1
1319_7,Allow platform built-in camera and video apps to use increase and decrease volume hardware keys for picture optical and digital zoom of camera.,1
1319_8,"On WP8 add optional support to hook these hardware keys press events for the lens (plug-in) features...hardware keys should include vol+, vol-, stage 1 (light press) camera shutter, stage 2 (deep press) camera shutter.",1
1319_9,I believe there needs to be a marking system in the OS like the option of marking several emails in the pop mails.,1
1319_10,"If I intend to delete several files(photos, songs) there should be an easier way to do it.",1
1321_1,It would be awesome.,1
1321_2,Make it so that you have to enter a password for apps of your choice,1
1325_3,It would be an improvement if they displayed as graphic Smilies instead.,1
1328_1,"The UserControl should run in the context of the application that created the Alarm or Reminder, and as such would have access to the appropriate view models.",1
1328_3,Need an option to remove unused variables in cs file for re factoring.,1
1329_2,Pls introduce pattern lockscreen like android.,1
1330_9,"I wish api's for save photos in camera roll in png format; not only as ""lossy"" jpeg format.",1
1330_10,"Having native access to OpenCL or C++ AMP support would be nice to have, especially with the newer hardware arriving with WP8.",1
1330_25,Even something as simple as ctrl+S would be a godsend for me.,1
1332_1,"Please allow users to view ""comments"" in office docs i.e word, ppt, excel....also allow user to add comments on these docs",1
1335_1,Provide a single link to retrieve all the applications by a specific Publisher like the Android Market.,1
1336_2,Please show the scrollbars in the WebBrowser control.,1
1338_2,"If this feature will be implemented without affecting the security model of WP, then it will be great for the WP developer world.",1
1342_1,"However, it would be nice if developers could offer Free Apps with a possibility to users for voluntary donations.",1
1343_1,"Therefore, it would be great if devs could put apps in the marketplace offering two buttons: 'install (free)' and 'install and donate (e.g.",1
1344_1,"Therefore, it would be great if devs could put apps in the marketplace offering two_ë_ more",1
1345_1,Make it similar if not the same as Google!?!?!,1
1348_4,"It would be really helpful if, for example, a developer makes an app that takes advantage of the schedule alarm API, and would like to enable the user to select a custom ringtone for that alarm.",1
1353_5,Make some usefull app that run ussd code....,1
1353_6,Please allow the access to Gmail's Todo list sync when a google account is added on the windows phone.,1
1353_10,It'd be great if we at least has the ability to change/edit reminders and alarms that were created by that app.,1
1354_1,Please leave your email so I can sent you the information.,1
1357_2,It would be very useful to be able to change the names that my apps appear as when I check the App Hub dashboard.,1
1358_5,"Developers must be given additional enumeration values in Socketype and ProtocolType to create variety of sockets like raw sockets based on ICMP, IGMP... etc.",1
1358_6,Allow to create Alert and Reminder from Background Task execution.,1
1358_8,"It would be great if I could display an option to lock the screen, which would basically lock the screen, but show my own page as the lock screen.",1
1358_13,"Allow Orientation=""horizontal"" on a listbox I would like to use the selectionchanged event handler to create a menu using the listbox control.",1
1360_2,Adding this feature will help alot.,1
1361_8,Disable the feature entirely.,1
1363_3,"I would like a ""phone remote"" in windows 8.",1
1372_1,"Barring that, at least allow for merged listings for WP7 and WP8 versions so that customers have a clear upgrade path for_ë_ more",1
1375_1,"Add an option to delete future appointment in Calendar and preserve previous, when used the option to repeat",1
1375_2,Platform should provide access to call log so you can create applications which for example retrive unknown numbers from call log and find their information from public directories.,1
1380_5,Please add these to the platform.,1
1380_16,Please provide a way to 1) predictably introduce newlines into the description fields 2) let me see how these fields will render in the different environments (WYSIWYG) 3) show me how the Update Description will be used in my updated app There does not seem to be a way to control newlines in the application descriptions on the Marketplace.,1
1380_17,Please provide a way to 1) predictably introduce newlines into the description fields 2) let me see how these fields will render in the different environments (WYSIWYG) 3) show me how the Update Description will be used in my updated_ë_ more,1
1382_1,"If Microsoft created some incentives, like a free device (Blackberry did this) and a free year of membership (Amazon did this) it could drive a lot of developers to the platform which is crucial to the platform taking off.",1
1383_6,It would be nice to see Windows Phone move to optional vector based icons instead of static bitmaps.,1
1386_2,It would be nice to be able to delete a cert you have uploaded.,1
1387_3,"A ""GrantAccountAccessTask"" could, for example, ask the user for temporary access (including what permissions are needed).",1
1391_1,"I'd like to be able to decorate my home screen by pinning my favorite photos, directly from within the pictures application.",1
